,pair,freq
935,temazepam/C0235848,1
936,clopidogrel/C0740441,67
937,clopidogrel/C0039070,70
938,phenylephrine/C0553668,1051
939,venlafaxine/C0184567,21
940,temazepam/C0700590,2
941,venlafaxine/C0700590,9
942,pantoprazole/C0037011,94
943,temazepam/C0184567,4
944,digoxin/C0012833,12
945,digoxin/C0034642,113
946,ondansetron/C0013395,18
947,atorvastatin/C0027497,301
948,digoxin/C0553668,285
949,phenylephrine/C0401151,132
950,ondansetron/C2004489,746
951,venlafaxine/C0553668,65
952,fexofenadine/C0085624,5
953,diazepam/C0085624,13
954,clopidogrel/C0085624,20
955,clopidogrel/C0700590,46
956,captopril/C0014724,3
957,captopril/C0012833,17
958,diazepam/C0014724,2
959,buspirone/C0035508,3
960,pantoprazole/C0012833,224
961,clopidogrel/C0553668,436
962,buspirone/C0401151,3
963,temazepam/C0086439,9
964,temazepam/C0234238,10
965,venlafaxine/C0401151,14
966,glipizide/C0700590,2
967,clindamycin/C0184567,33
968,ondansetron/C0086439,531
969,venlafaxine/C0030193,81
970,venlafaxine/C0085624,1
971,venlafaxine/C0012833,2
972,clindamycin/C0012833,11
973,atorvastatin/C0235848,16
974,buspirone/C0014724,1
975,digoxin/C0037011,16
976,tramadol/C0235848,3
977,glipizide/C0015468,1
978,ondansetron/C0700590,59
979,furosemide/C0013395,24
980,furosemide/C0184567,603
981,temazepam/C0037011,1
982,tramadol/C0037011,15
983,atorvastatin/C0085624,27
984,diazepam/C0012833,19
985,ondansetron/C0085624,51
986,pantoprazole/C0027497,896
987,digoxin/C0700590,6
988,clopidogrel/C0030193,618
989,venlafaxine/C0035508,28
990,diazepam/C0030193,414
991,acetaminophen/C0700590,162
992,captopril/C0700590,20
993,captopril/C0030193,367
994,digoxin/C0043144,82
995,atorvastatin/C0234238,636
996,acetaminophen/C0012833,289
997,furosemide/C0039070,318
998,clindamycin/C0740441,25
999,atorvastatin/C0401151,129
1000,metoprolol/C0037011,127
1001,metoprolol/C0013395,32
1002,phenylephrine/C0184567,343
1003,captopril/C2004489,389
1004,acetaminophen/C0015468,37
1005,clopidogrel/C0013395,10
1006,clopidogrel/C0034642,198
1007,glipizide/C0553668,46
1008,digoxin/C0085624,11
1009,buspirone/C0039070,1
1010,tramadol/C0085624,7
1011,ondansetron/C0037011,79
1012,captopril/C0027497,71
1013,glipizide/C0037011,4
1014,atorvastatin/C0014724,12
1015,tramadol/C0030193,341
1016,temazepam/C0014724,1
1017,heparin/C0037011,157
1018,phenylephrine/C0037011,50
1019,temazepam/C0085624,1
1020,tramadol/C0034642,66
1021,fexofenadine/C0401151,15
1022,venlafaxine/C0043144,25
1023,pantoprazole/C0034642,687
1024,tramadol/C0012833,23
1025,diazepam/C0700590,38
1026,pantoprazole/C0013395,18
1027,clindamycin/C0030193,200
1028,ondansetron/C0401151,323
1029,metoprolol/C0039070,373
1030,captopril/C0043144,100
1031,temazepam/C0553668,14
1032,diazepam/C0234238,194
1033,captopril/C0086439,299
1034,fexofenadine/C0039070,8
1035,atorvastatin/C0740441,129
1036,buspirone/C0231218,24
1037,temazepam/C0034642,4
1038,ondansetron/C0740441,323
1039,buspirone/C0034642,4
1040,diazepam/C0016204,20
1041,furosemide/C0085624,61
1042,sevelamer/C0235299,6
1043,metronidazole/C0231874,12
1044,tiotropium/C0043144,80
1045,fluticasone/C0013132,3
1046,ciprofloxacin/C0023380,283
1047,ciprofloxacin/C0043144,265
1048,metronidazole/C0000737,471
1049,pantoprazole/C0232498,136
1050,clonazepam/C1291077,3
1051,trazodone/C0850149,52
1052,ondansetron/C0013132,6
1053,paricalcitol/C0043144,4
1054,pimozide/C0027497,1
1055,duloxetine/C0239134,43
1056,haloperidol/C0035508,299
1057,fluticasone/C0043144,152
1058,pimozide/C0010200,1
1059,acyclovir/C0030193,202
1060,midodrine/C0010200,89
1061,acyclovir/C0000737,43
1062,ondansetron/C0000737,479
1063,midodrine/C0013132,1
1064,acyclovir/C0231218,279
1065,fluticasone/C0085631,98
1066,midodrine/C0023380,54
1067,acyclovir/C0476273,44
1068,ceftriaxone/C0027497,160
1069,acyclovir/C0020440,8
1070,clonazepam/C0231874,4
1071,fluticasone/C2129214,34
1072,trazodone/C2129214,63
1073,paricalcitol/C0000737,2
1074,acyclovir/C0013132,4
1075,clonazepam/C0239134,107
1076,tiotropium/C0030193,121
1077,ciprofloxacin/C0235299,47
1078,clonazepam/C0000737,48
1079,paricalcitol/C0232498,1
1080,sevelamer/C0035508,43
1081,sevelamer/C0856054,15
1082,metronidazole/C0235299,79
1083,lorazepam/C0476273,388
1084,tiotropium/C0010200,116
1085,paricalcitol/C0023380,4
1086,meropenem/C0239134,257
1087,meropenem/C0043144,120
1088,acyclovir/C0856054,45
1089,fluticasone/C0000737,81
1090,acetaminophen/C0020440,107
1091,haloperidol/C0856054,113
1092,clonazepam/C0023380,42
1093,pimozide/C0023380,1
1094,haloperidol/C0085631,691
1095,fluticasone/C0010200,264
1096,doxepin/C0231874,1
1097,ciprofloxacin/C0035508,391
1098,lorazepam/C0000737,436
1099,duloxetine/C0030193,78
1100,midodrine/C0856054,8
1101,tiotropium/C0009806,18
1102,tiotropium/C0231218,167
1103,acetaminophen/C0231874,59
1104,duloxetine/C0235299,5
1105,doxepin/C0232498,3
1106,sevelamer/C0009806,19
1107,ceftriaxone/C0035508,221
1108,midodrine/C0231218,147
1109,pimozide/C0035508,1
1110,fluticasone/C0239134,264
1111,ondansetron/C2129214,191
1112,midodrine/C0020440,9
1113,heparin/C0231874,71
1114,meropenem/C0009806,32
1115,sevelamer/C0850149,16
1116,montelukast/C0856054,7
1117,pimozide/C0232498,1
1118,ondansetron/C0009806,117
1119,tiotropium/C0239134,116
1120,duloxetine/C0850149,10
1121,montelukast/C0027497,35
1122,montelukast/C0043144,63
1123,acetaminophen/C0856054,279
1124,fluticasone/C0035508,153
1125,sevelamer/C0231218,223
1126,trazodone/C0009806,46
1127,midodrine/C0553668,91
1128,pantoprazole/C0856054,203
1129,meropenem/C0231874,6
1130,ondansetron/C0010200,964
1131,acetaminophen/C0235299,171
1132,acyclovir/C0023380,67
1133,metronidazole/C1291077,15
1134,tiotropium/C0035508,79
1135,fluticasone/C0856054,21
1136,midodrine/C0043144,32
1137,meropenem/C0850149,26
1138,paricalcitol/C0231218,13
1139,metronidazole/C0009806,73
1140,trazodone/C0030193,385
1141,trazodone/C0235299,19
1142,duloxetine/C0000737,24
1143,trazodone/C0232498,11
1144,pimozide/C0009806,1
1145,pimozide/C0030193,1
1146,pimozide/C0043144,1
1147,metronidazole/C0023380,236
1148,pantoprazole/C0020440,70
1149,acetaminophen/C0000737,756
1150,sevelamer/C0239134,112
1151,metronidazole/C0850149,70
1152,fluticasone/C0476273,72
1153,ondansetron/C0239134,962
1154,haloperidol/C0553668,553
1155,pimozide/C0235299,1
1156,sevelamer/C0010200,112
1157,duloxetine/C0232498,4
1158,pimozide/C0000737,1
1159,pantoprazole/C0231874,27
1160,clonazepam/C0232498,7
1161,fluticasone/C0009806,41
1162,meropenem/C0027497,89
1163,fluticasone/C0023380,62
1164,montelukast/C0013132,1
1165,midodrine/C0850149,11
1166,lorazepam/C0553668,1498
1167,duloxetine/C0009806,10
1168,haloperidol/C0023380,241
1169,fluticasone/C0030193,322
1170,doxepin/C0235299,1
1171,sevelamer/C0553668,121
1172,fluticasone/C0553668,330
1173,duloxetine/C0043144,24
1174,doxepin/C0000737,5
1175,trazodone/C0010200,276
1176,haloperidol/C0000737,131
1177,haloperidol/C0231218,1003
1178,tiotropium/C1291077,2
1179,pantoprazole/C1291077,32
1180,acetaminophen/C0476273,677
1181,doxepin/C0850149,1
1182,heparin/C0476273,853
1183,montelukast/C0020440,5
1184,metronidazole/C0027497,311
1185,duloxetine/C0035508,26
1186,clonazepam/C0043144,43
1187,paricalcitol/C0035508,4
1188,tiotropium/C0000737,23
1189,meropenem/C0010200,259
1190,midodrine/C0476273,29
1191,doxepin/C0035508,3
1192,haloperidol/C0030193,689
1193,montelukast/C0476273,20
1194,ceftriaxone/C0009806,49
1195,trazodone/C0231218,523
1196,paricalcitol/C0009806,1
1197,heparin/C0856054,321
1198,lorazepam/C0030193,1988
1199,tiotropium/C0232498,2
1200,doxepin/C0009806,1
1201,montelukast/C0023380,22
1202,duloxetine/C0010200,43
1203,trazodone/C1291077,5
1204,sevelamer/C0043144,27
1205,pantoprazole/C0476273,484
1206,fluticasone/C0020440,20
1207,fluticasone/C0232498,13
1208,sevelamer/C0085631,56
1209,tiotropium/C0231874,3
1210,heparin/C0235299,188
1211,paricalcitol/C0030193,8
1212,ciprofloxacin/C0009806,76
1213,tiotropium/C0027497,52
1214,tiotropium/C0023380,32
1215,pantoprazole/C0013132,13
1216,heparin/C0232498,166
1217,ceftriaxone/C0850149,79
1218,sevelamer/C0476273,30
1219,lorazepam/C0856054,144
1220,midodrine/C0035508,53
1221,clonazepam/C0035508,49
1222,trazodone/C0239134,273
1223,midodrine/C0027497,34
1224,trazodone/C0043144,117
1225,ciprofloxacin/C0850149,65
1226,fluticasone/C0027497,100
1227,clonazepam/C0010200,107
1228,midodrine/C0030193,123
1229,montelukast/C0009806,11
1230,pimozide/C0085631,1
1231,ondansetron/C0231874,24
1232,lorazepam/C0023380,442
1233,clonazepam/C0850149,17
1234,doxepin/C1291077,1
1235,ondansetron/C0085631,495
1236,ciprofloxacin/C1291077,17
1237,pimozide/C0231218,1
1238,duloxetine/C0027497,26
1239,sevelamer/C2129214,27
1240,midodrine/C0000737,26
1241,doxepin/C0030193,11
1242,trazodone/C0023380,73
1243,metronidazole/C0030193,1088
1244,acetaminophen/C0232498,113
1245,haloperidol/C0476273,162
1246,sevelamer/C0023380,67
1247,metronidazole/C0043144,257
1248,fluticasone/C1291077,5
1249,pimozide/C1291077,1
1250,clonazepam/C0085631,54
1251,paricalcitol/C0027497,3
1252,midodrine/C0085631,39
1253,sevelamer/C0020440,4
1254,doxepin/C0010200,5
1255,clonazepam/C0235299,13
1256,clonazepam/C0027497,57
1257,metronidazole/C0232498,78
1258,doxepin/C0027497,4
1259,lorazepam/C0013132,14
1260,ceftriaxone/C0231874,7
1261,duloxetine/C0231874,3
1262,tiotropium/C0235299,7
1263,doxepin/C0231218,11
1264,tiotropium/C0850149,19
1265,montelukast/C0035508,59
1266,sevelamer/C0000737,42
1267,pantoprazole/C0235299,141
1268,trazodone/C0085631,136
1269,ondansetron/C0232498,99
1270,heparin/C1291077,39
1271,pimozide/C0850149,1
1272,duloxetine/C0231218,73
1273,pimozide/C0231874,1
1274,midodrine/C0232498,3
1275,sevelamer/C0027497,62
1276,sevelamer/C0231874,4
1277,ciprofloxacin/C0231874,18
1278,fluticasone/C0235299,16
1279,midodrine/C2129214,32
1280,heparin/C0013132,36
1281,ceftriaxone/C0000737,130
1282,ondansetron/C0850149,120
1283,pimozide/C0239134,1
1284,lorazepam/C0020440,64
1285,doxepin/C0043144,4
1286,ondansetron/C0856054,78
1287,midodrine/C0235299,4
1288,midodrine/C0009806,9
1289,ondansetron/C0476273,202
1290,midodrine/C0231874,4
1291,heparin/C0020440,142
1292,ciprofloxacin/C0232498,43
1293,trazodone/C0035508,137
1294,haloperidol/C2129214,82
1295,ciprofloxacin/C0085631,391
1296,paricalcitol/C0085631,5
1297,sevelamer/C0013132,2
1298,meropenem/C0000737,107
1299,heparin/C0850149,421
1300,pantoprazole/C0850149,223
1301,trazodone/C0000737,99
1302,trazodone/C0231874,5
1303,ciprofloxacin/C0027497,272
1304,doxepin/C0239134,5
1305,sevelamer/C0232498,5
1306,sevelamer/C0030193,164
1307,acetaminophen/C1291077,35
1308,acetaminophen/C0850149,391
1309,sevelamer/C1291077,3
1310,montelukast/C0085631,34
1311,tiotropium/C0085631,43
1312,duloxetine/C1291077,1
1313,montelukast/C0232498,2
1314,trazodone/C0027497,123
1315,fluticasone/C0231218,440
1316,ondansetron/C0020440,37
1317,midodrine/C0239134,89
1318,midodrine/C1291077,2
1319,heparin/C0858219,147
1320,ondansetron/C0423281,41
1321,furosemide/C0858219,77
1322,furosemide/C1619733,77
1323,tiotropium/C2004489,79
1324,ciprofloxacin/C2004489,462
1325,furosemide/C0085593,179
1326,eptifibatide/C2004489,156
1327,glipizide/C0035508,12
1328,glipizide/C1619733,2
1329,acetaminophen/C0853891,122
1330,heparin/C0853891,147
1331,ceftazidime/C0086439,68
1332,ondansetron/C0853891,41
1333,lorazepam/C2004489,1051
1334,furosemide/C0853891,77
1335,tiotropium/C0086439,53
1336,acetaminophen/C0085593,339
1337,ciprofloxacin/C0086439,350
1338,ceftazidime/C0231218,237
1339,glipizide/C0853891,2
1340,ceftazidime/C2004489,100
1341,heparin/C0085593,366
1342,furosemide/C0423281,77
1343,heparin/C0423281,147
1344,acetaminophen/C1619733,122
1345,acetaminophen/C0423281,122
1346,glipizide/C0085593,3
1347,heparin/C1619733,147
1348,glipizide/C0858219,2
1349,glipizide/C0239134,39
1350,ondansetron/C0085593,149
1351,ondansetron/C0858219,41
1352,glipizide/C0010200,39
1353,ondansetron/C1619733,41
1354,glipizide/C0423281,2
1355,acetaminophen/C0858219,122
1356,citalopram/C0231218,347
1357,atorvastatin/C0028259,89
1358,zolpidem/C2004489,419
1359,zolpidem/C0028259,62
1360,eptifibatide/C0028259,4
1361,timolol/C0553668,42
1362,eptifibatide/C0553668,78
1363,citalopram/C2004489,170
1364,nitroglycerin/C0553668,996
1365,doxazosin/C0028259,5
1366,lisinopril/C0028259,65
1367,doxazosin/C0553668,26
1368,digoxin/C0028259,30
1369,doxazosin/C0231218,53
1370,citalopram/C0086439,104
1371,timolol/C0028259,6
1372,heparin/C0028259,339
1373,clopidogrel/C0028259,38
1374,doxazosin/C0086439,10
1375,zolpidem/C0086439,257
1376,citalopram/C0028259,22
1377,acetaminophen/C0028259,366
1378,carvedilol/C0028259,10
1379,timolol/C0231218,84
1380,doxazosin/C2004489,23
1381,timolol/C0086439,34
1382,citalopram/C0553668,246
1383,eptifibatide/C0231218,141
1384,nitroglycerin/C0028259,67
1385,lorazepam/C0028259,198
1386,timolol/C2004489,61
1387,lorazepam/C0085631,912
1388,lorazepam/C0018681,101
1389,lorazepam/C0234238,1224
1390,ondansetron/C0033774,284
1391,cyclophosphamide/C0004093,5
1392,lorazepam/C0851578,26
1393,lorazepam/C1262141,26
1394,famotidine/C0085631,719
1395,famotidine/C0033774,338
1396,lorazepam/C0015672,122
1397,cyclophosphamide/C2004489,11
1398,oxybutynin/C0016382,12
1399,linezolid/C0086439,85
1400,famotidine/C0426390,6
1401,famotidine/C0004093,698
1402,potassium/C0426390,13
1403,lorazepam/C0030232,127
1404,famotidine/C2129214,136
1405,linezolid/C2004489,101
1406,allopurinol/C0033774,37
1407,ondansetron/C0004093,545
1408,vincristine/C0004093,2
1409,dexamethasone/C0015672,15
1410,lorazepam/C0037317,26
1411,ondansetron/C0030232,96
1412,vincristine/C0851578,1
1413,vincristine/C0016382,2
1414,allopurinol/C0085631,69
1415,cyclophosphamide/C1262141,1
1416,famotidine/C0851578,13
1417,famotidine/C2004489,714
1418,vincristine/C0015672,1
1419,oxybutynin/C0231218,71
1420,allopurinol/C0232849,1
1421,vincristine/C0231218,8
1422,dexamethasone/C2004489,126
1423,dexamethasone/C0016382,28
1424,dexamethasone/C0232849,2
1425,allopurinol/C0030193,210
1426,methotrexate/C2004489,7
1427,doxorubicin/C0037317,1
1428,ondansetron/C0851578,14
1429,cyclophosphamide/C0085631,4
1430,allopurinol/C0851578,5
1431,ondansetron/C0016382,140
1432,oxybutynin/C0037317,2
1433,loperamide/C2004489,33
1434,heparin/C0030232,285
1435,cyclophosphamide/C0033774,4
1436,potassium/C1262141,55
1437,cyclophosphamide/C0231218,18
1438,heparin/C0426390,16
1439,lorazepam/C0033774,390
1440,lorazepam/C0016382,170
1441,cyclophosphamide/C0015672,5
1442,heparin/C0016382,427
1443,cyclophosphamide/C0232849,1
1444,ondansetron/C1262141,14
1445,cyclophosphamide/C0030232,1
1446,oxybutynin/C0851578,2
1447,cyclophosphamide/C0851578,1
1448,doxorubicin/C2129214,1
1449,allopurinol/C0030232,5
1450,dexamethasone/C0085631,104
1451,oxybutynin/C0085631,21
1452,doxorubicin/C1262141,1
1453,famotidine/C0016382,170
1454,cyclophosphamide/C0016382,3
1455,ondansetron/C0037317,14
1456,vincristine/C0037317,1
1457,potassium/C0851578,55
1458,famotidine/C0030232,106
1459,allopurinol/C2129214,32
1460,potassium/C0232849,5
1461,ondansetron/C0426390,9
1462,doxorubicin/C0016382,2
1463,allopurinol/C0015672,27
1464,doxorubicin/C0015672,1
1465,doxorubicin/C0231218,9
1466,dexamethasone/C0037317,1
1467,heparin/C1262141,61
1468,famotidine/C0232849,2
1469,doxorubicin/C0004093,2
1470,dexamethasone/C0033774,51
1471,lorazepam/C0004093,639
1472,heparin/C0232849,9
1473,oxybutynin/C0033774,7
1474,loperamide/C0086439,27
1475,lorazepam/C0232849,8
1476,oxybutynin/C0232849,5
1477,allopurinol/C1262141,5
1478,cyclophosphamide/C0426390,1
1479,lorazepam/C2129214,170
1480,dexamethasone/C1262141,1
1481,allopurinol/C0037317,5
1482,potassium/C0030232,309
1483,heparin/C0033774,848
1484,ondansetron/C0232849,5
1485,oxybutynin/C1262141,2
1486,dexamethasone/C0851578,1
1487,potassium/C0037317,55
1488,dexamethasone/C0426390,4
1489,lorazepam/C0426390,8
1490,famotidine/C1262141,13
1491,dexamethasone/C0030232,9
1492,cyclophosphamide/C0030193,10
1493,vincristine/C1262141,1
1494,allopurinol/C0426390,1
1495,oxybutynin/C0030193,58
1496,allopurinol/C0004093,74
1497,heparin/C0851578,61
1498,heparin/C0037317,61
1499,allopurinol/C0016382,22
1500,vincristine/C2129214,1
1501,doxorubicin/C0851578,1
1502,oxybutynin/C0015672,6
1503,potassium/C0016382,426
1504,famotidine/C0037317,13
1505,cyclophosphamide/C0037317,1
1506,cefazolin/C0235744,3
1507,atorvastatin/C0235744,5
1508,amiodarone/C0235744,4
1509,cefazolin/C0086439,309
1510,diazepam/C0235744,3
1511,lorazepam/C0740441,293
1512,potassium/C0027497,1353
1513,oxybutynin/C0027497,17
1514,lorazepam/C0401151,293
1515,lorazepam/C0027497,586
1516,oxybutynin/C0740441,6
1517,oxybutynin/C0401151,6
1518,oxycodone/C0085631,209
1519,propranolol/C0553668,25
1520,fluconazole/C0041834,106
1521,acetaminophen/C0004093,1423
1522,oxycodone/C0010200,420
1523,propranolol/C0041834,4
1524,amantadine/C0239134,3
1525,amantadine/C0553668,3
1526,propranolol/C0035508,9
1527,metoprolol/C0004093,1143
1528,amantadine/C0035508,1
1529,furosemide/C0700590,94
1530,oxycodone/C0700590,21
1531,amantadine/C0700590,1
1532,propranolol/C0234215,6
1533,fluconazole/C0015970,82
1534,lansoprazole/C0004093,259
1535,amantadine/C0026837,1
1536,fluconazole/C0010200,226
1537,oxycodone/C0026837,43
1538,metoprolol/C0221170,125
1539,oxycodone/C0004093,208
1540,clonidine/C0085631,155
1541,propranolol/C0700590,2
1542,meropenem/C0026837,40
1543,propranolol/C0004093,15
1544,amantadine/C0004093,1
1545,amantadine/C0221170,1
1546,propranolol/C0010200,19
1547,hydralazine/C0085631,544
1548,oxycodone/C0553668,468
1549,lansoprazole/C0700590,24
1550,meropenem/C0004093,149
1551,propranolol/C0026837,2
1552,meropenem/C0221170,16
1553,meropenem/C0700590,18
1554,amantadine/C0231218,10
1555,propranolol/C0085631,15
1556,propranolol/C0239134,19
1557,amantadine/C0030193,8
1558,meropenem/C0234215,75
1559,amantadine/C0085631,3
1560,fluconazole/C0239134,225
1561,lansoprazole/C0221170,35
1562,propranolol/C0030193,40
1563,propranolol/C0015970,6
1564,propranolol/C0221170,3
1565,amantadine/C0010200,3
1566,propranolol/C0231218,44
1567,hydralazine/C0700590,31
1568,oxycodone/C0035508,196
1569,oxycodone/C0221170,29
1570,amantadine/C0234215,1
1571,clonidine/C0553668,183
1572,acetaminophen/C0026837,325
1573,oxycodone/C0239134,420
1574,trazodone/C0015970,45
1575,lansoprazole/C0024790,40
1576,haloperidol/C0231875,52
1577,cefepime/C0035508,311
1578,famotidine/C0231875,94
1579,midazolam/C0015970,305
1580,miconazole/C0085631,191
1581,miconazole/C0035508,224
1582,nitroglycerin/C0040822,82
1583,haloperidol/C0010200,552
1584,lorazepam/C0239134,1249
1585,cefepime/C0024790,34
1586,diazepam/C0015672,22
1587,cefepime/C0015970,163
1588,haloperidol/C0015970,118
1589,famotidine/C0040822,204
1590,eptifibatide/C0234238,47
1591,diazepam/C0085631,259
1592,famotidine/C0015970,284
1593,clopidogrel/C0015970,55
1594,potassium/C0850149,395
1595,furosemide/C0040822,247
1596,cefepime/C0086439,237
1597,eptifibatide/C0085631,15
1598,diazepam/C0239134,233
1599,miconazole/C0024790,28
1600,diazepam/C0015970,55
1601,atorvastatin/C0015672,75
1602,acetaminophen/C0040822,459
1603,simvastatin/C0850149,116
1604,miconazole/C0850149,46
1605,metronidazole/C0015672,74
1606,simvastatin/C0085631,303
1607,miconazole/C0015970,108
1608,acetaminophen/C0024790,173
1609,cefepime/C0231875,47
1610,fentanyl/C0034642,500
1611,nitroglycerin/C0010200,760
1612,midazolam/C0034642,388
