,unex_pair,freq
939,meropenem/C0234238,104
940,meropenem/C0024790,19
941,lansoprazole/C0393593,1
942,meropenem/C0235848,5
943,phenylephrine/C0085631,249
944,lansoprazole/C1704212,10
945,miconazole/C0184567,45
946,acetaminophen/C1112182,1
947,ropinirole/C2004489,8
948,simvastatin/C0043144,130
949,heparin/C0019825,40
950,acetaminophen/C0033774,504
951,metoclopramide/C0019825,9
952,heparin/C0242429,74
953,miconazole/C0033774,86
954,ropinirole/C0231875,2
955,lansoprazole/C0476273,93
956,fentanyl/C0242429,33
957,miconazole/C0476273,74
958,tobramycin/C0239134,22
959,fondaparinux/C0231875,1
960,midazolam/C0019825,16
961,meropenem/C0476273,57
962,simvastatin/C0239134,330
963,fentanyl/C0019825,19
964,phenylephrine/C0033774,180
965,furosemide/C0030232,99
966,furosemide/C0019825,19
967,lansoprazole/C0231218,284
968,lansoprazole/C0234369,8
969,fentanyl/C0234369,28
970,simvastatin/C0553668,240
971,metoprolol/C0234369,26
972,fondaparinux/C0040822,1
973,ropinirole/C0184567,7
974,ropinirole/C0476273,4
975,potassium/C0700590,75
976,ropinirole/C0553668,6
977,simvastatin/C0030232,46
978,ropinirole/C0040822,3
979,tobramycin/C0234215,10
980,midazolam/C0233763,8
981,lansoprazole/C1112182,1
982,simvastatin/C0023380,154
983,ropinirole/C0233763,1
984,furosemide/C0234215,258
985,fondaparinux/C0043144,1
986,sevelamer/C0040822,9
987,fentanyl/C0234215,255
988,potassium/C0086439,819
989,meropenem/C0033774,84
990,ropinirole/C0023380,5
991,lorazepam/C0234215,196
992,midazolam/C0033774,254
993,ropinirole/C0024790,2
994,lansoprazole/C0234238,245
995,fentanyl/C1704212,20
996,simvastatin/C0010200,331
997,ropinirole/C0221232,3
998,fondaparinux/C0234215,7
999,lansoprazole/C2004489,212
1000,nitroglycerin/C0859032,56
1001,ketorolac/C0859032,9
1002,omeprazole/C0085624,5
1003,tamsulosin/C0232495,3
1004,oxycodone/C0085624,8
1005,tamsulosin/C0030193,44
1006,metoprolol/C0004604,221
1007,nitroglycerin/C0232495,7
1008,glycopyrrolate/C0232495,1
1009,metoprolol/C0184567,334
1010,tamsulosin/C0281856,3
1011,metoclopramide/C0859032,66
1012,omeprazole/C0184567,55
1013,tamsulosin/C0085624,4
1014,acetaminophen/C0004604,375
1015,heparin/C0184567,450
1016,acetaminophen/C1704212,52
1017,hydralazine/C0030193,352
1018,acetaminophen/C0859032,171
1019,hydralazine/C0085624,10
1020,phenylephrine/C0859032,54
1021,oxycodone/C0232495,10
1022,cefazolin/C0004604,52
1023,acetaminophen/C0281856,85
1024,cefazolin/C0281856,3
1025,omeprazole/C0030193,119
1026,metoclopramide/C1704212,8
1027,potassium/C0232495,35
1028,phenylephrine/C1704212,7
1029,tamsulosin/C0859032,2
1030,omeprazole/C0004604,46
1031,tamsulosin/C0184567,11
1032,furosemide/C1704212,27
1033,heparin/C0004604,315
1034,oxycodone/C1704212,11
1035,potassium/C0859032,180
1036,tamsulosin/C1704212,1
1037,oxycodone/C0184567,80
1038,cefazolin/C1704212,6
1039,oxycodone/C0859032,19
1040,furosemide/C0281856,42
1041,nitroglycerin/C0281856,8
1042,phenylephrine/C0281856,21
1043,hydralazine/C0184567,109
1044,ketorolac/C1704212,2
1045,neostigmine/C0859032,19
1046,ketorolac/C0232495,1
1047,cefazolin/C0085624,11
1048,metoprolol/C0085624,29
1049,metoclopramide/C0281856,16
1050,ketorolac/C0281856,3
1051,cefazolin/C0030193,318
1052,phenylephrine/C0232495,5
1053,oxycodone/C0281856,21
1054,hydralazine/C0004604,74
1055,oxycodone/C0004604,62
1056,neostigmine/C0232495,1
1057,cefazolin/C0184567,95
1058,metoclopramide/C0232495,4
1059,nitroglycerin/C1704212,9
1060,glycopyrrolate/C0859032,20
1061,tamsulosin/C0004604,15
1062,acetaminophen/C0232495,46
1063,potassium/C0281856,90
1064,potassium/C1704212,35
1065,ondansetron/C0086439,239
1066,ondansetron/C2004489,363
1067,ciprofloxacin/C0184567,80
1068,potassium/C0027497,597
1069,ciprofloxacin/C0221512,7
1070,fluconazole/C0740441,36
1071,metronidazole/C0042963,100
1072,atorvastatin/C2129214,63
1073,heparin/C0012833,95
1074,atorvastatin/C0184567,103
1075,fluconazole/C0232493,4
1076,potassium/C0221232,218
1077,atorvastatin/C0042571,26
1078,ciprofloxacin/C0016204,63
1079,pantoprazole/C0232493,26
1080,pantoprazole/C0008031,254
1081,metoprolol/C0042963,337
1082,ondansetron/C0027497,320
1083,metronidazole/C0027497,108
1084,pantoprazole/C0042963,374
1085,metoprolol/C0042571,79
1086,atorvastatin/C0033774,116
1087,heparin/C0028961,271
1088,hydromorphone/C0401151,81
1089,fluconazole/C0008031,23
1090,potassium/C0041834,407
1091,ciprofloxacin/C0042571,21
1092,heparin/C0042571,87
1093,metronidazole/C0008031,49
1094,tramadol/C0401151,15
1095,lorazepam/C0221512,14
1096,tramadol/C0008031,26
1097,metronidazole/C0012833,16
1098,metronidazole/C0184567,86
1099,lorazepam/C0401151,110
1100,fluconazole/C0221512,4
1101,metoprolol/C0232493,17
1102,atorvastatin/C0221512,9
1103,lorazepam/C0027497,214
1104,fluconazole/C0027497,51
1105,fluconazole/C0401151,36
1106,tramadol/C0042963,19
1107,atorvastatin/C0012833,29
1108,atorvastatin/C0041834,97
1109,lorazepam/C0740441,110
1110,hydromorphone/C0232493,10
1111,atorvastatin/C0401151,61
1112,fluconazole/C0042963,53
1113,heparin/C0008031,387
1114,ondansetron/C0221512,23
1115,potassium/C0221512,28
1116,heparin/C0221232,183
1117,metronidazole/C0221512,8
1118,potassium/C0008031,376
1119,ondansetron/C0232493,18
1120,heparin/C0232493,24
1121,pantoprazole/C0221512,32
1122,metoprolol/C0012833,77
1123,hydromorphone/C0008031,110
1124,ciprofloxacin/C0012833,18
1125,lorazepam/C0008031,148
1126,tramadol/C0221512,1
1127,hydromorphone/C0042963,209
1128,hydromorphone/C0740441,81
1129,heparin/C0042963,520
1130,hydromorphone/C0027497,253
1131,tramadol/C0232493,1
1132,heparin/C0041834,465
1133,ondansetron/C0016204,88
1134,metronidazole/C0740441,114
1135,lorazepam/C0042571,32
1136,potassium/C0232493,24
1137,heparin/C0221512,28
1138,metronidazole/C0042571,16
1139,ondansetron/C0042571,56
1140,lorazepam/C0012833,36
1141,ondansetron/C0184567,202
1142,potassium/C0028961,232
1143,tramadol/C0740441,15
1144,atorvastatin/C0221232,45
1145,metronidazole/C0401151,114
1146,atorvastatin/C0042963,119
1147,ondansetron/C0008031,145
1148,ciprofloxacin/C0030193,236
1149,metronidazole/C0232493,8
1150,lorazepam/C0042963,198
1151,lorazepam/C0232493,12
1152,ciprofloxacin/C0027497,88
1153,atorvastatin/C0232493,10
1154,atorvastatin/C0008031,174
1155,metoprolol/C0027497,358
1156,atorvastatin/C0028961,50
1157,metoprolol/C0221512,19
1158,atorvastatin/C0085631,196
1159,ondansetron/C0042963,267
1160,ciprofloxacin/C0232493,4
1161,fluconazole/C0016204,17
1162,atorvastatin/C0740441,61
1163,potassium/C0042963,551
1164,ondansetron/C0012833,57
1165,ciprofloxacin/C0042963,104
1166,hydromorphone/C0221512,10
1167,metoprolol/C0008031,327
1168,cefepime/C0231255,59
1169,doxycycline/C2004489,11
1170,ganciclovir/C0231255,7
1171,ganciclovir/C0231218,15
1172,oxycodone/C0028259,28
1173,phenylephrine/C2004489,200
1174,doxycycline/C0553668,14
1175,loperamide/C0028259,8
1176,doxycycline/C0231218,16
1177,lorazepam/C0028259,100
1178,doxycycline/C0039070,7
1179,ciprofloxacin/C0231255,86
1180,azithromycin/C0231255,26
1181,pantoprazole/C1704212,31
1182,hydromorphone/C2004489,184
1183,azithromycin/C1704212,1
1184,hydromorphone/C0231255,161
1185,hydromorphone/C1704212,3
1186,zolpidem/C1704212,8
1187,lorazepam/C1704212,24
1188,ciprofloxacin/C1704212,5
1189,famotidine/C0231255,209
1190,metoprolol/C0231255,404
1191,midazolam/C0231255,137
1192,phenytoin/C0231255,99
1193,fondaparinux/C0221232,1
1194,omeprazole/C0221232,27
1195,fluticasone/C0221232,21
1196,montelukast/C0030193,33
1197,citalopram/C0030193,106
1198,fluticasone/C0030193,107
1199,montelukast/C0221232,9
1200,simvastatin/C0221232,57
1201,hydrochlorothiazide/C0221232,8
1202,amlodipine/C0221232,23
1203,valsartan/C0221232,7
1204,furosemide/C0221232,90
1205,fexofenadine/C0030193,25
1206,labetalol/C0030193,122
1207,labetalol/C0221232,23
1208,amlodipine/C0030193,84
1209,valsartan/C0030193,24
1210,doxazosin/C0221232,5
1211,citalopram/C0221232,23
1212,doxazosin/C0030193,7
1213,hydrochlorothiazide/C0030193,44
1214,hydralazine/C0221232,51
1215,fexofenadine/C0221232,5
1216,levetiracetam/C0231218,184
1217,oxcarbazepine/C0231218,14
1218,ceftriaxone/C0231218,218
1219,hydralazine/C0239134,340
1220,famotidine/C0401151,106
1221,lorazepam/C0035508,253
1222,famotidine/C0740441,106
1223,famotidine/C0231530,51
1224,levetiracetam/C0553668,88
1225,hydralazine/C0030232,52
1226,phenytoin/C0015644,23
1227,phenytoin/C0231530,23
1228,lorazepam/C0015644,49
1229,phenylephrine/C0015970,79
1230,levetiracetam/C2129214,46
1231,atropine/C0553668,79
1232,potassium/C0015644,125
1233,famotidine/C0009806,77
1234,phenylephrine/C0030232,63
1235,lorazepam/C0009806,72
1236,hydralazine/C0035508,170
1237,hydralazine/C0033774,117
1238,famotidine/C0234238,443
1239,lorazepam/C0231530,47
1240,hydralazine/C0015644,23
1241,labetalol/C0033774,49
1242,hydralazine/C0009806,37
1243,levetiracetam/C0030193,172
1244,phenylephrine/C0042963,161
1245,labetalol/C0553668,105
1246,levetiracetam/C0239134,129
1247,fentanyl/C0042963,228
1248,levetiracetam/C0401151,36
1249,potassium/C0009806,168
1250,levetiracetam/C0009806,18
1251,phenytoin/C0085631,113
1252,hydralazine/C2129214,63
1253,levetiracetam/C0042963,67
1254,atropine/C0030232,9
1255,hydralazine/C0401151,66
1256,hydralazine/C0042963,137
1257,metoclopramide/C0009806,49
1258,levetiracetam/C0234238,125
1259,fentanyl/C0553668,553
1260,famotidine/C0015644,51
1261,hydralazine/C0234238,359
1262,levetiracetam/C0030232,32
1263,famotidine/C0042963,198
1264,phenylephrine/C0234238,666
1265,labetalol/C0015644,11
1266,phenylephrine/C0553668,395
1267,potassium/C0231530,124
1268,levetiracetam/C0740441,36
1269,hydralazine/C0231530,23
1270,atropine/C0234238,83
1271,levetiracetam/C0010200,128
1272,hydralazine/C0740441,66
1273,atropine/C0042963,22
1274,hydralazine/C0231218,468
1275,phenytoin/C0553668,127
1276,labetalol/C0231530,11
1277,levetiracetam/C0035508,88
1278,atropine/C0015970,12
1279,phenytoin/C0033774,57
1280,hydralazine/C0010200,338
1281,fentanyl/C0016382,207
1282,oxycodone/C0034642,60
1283,methylprednisolone/C0034642,73
1284,fentanyl/C0476273,247
1285,salmeterol/C0016382,2
1286,zolpidem/C0476273,34
1287,methylprednisolone/C0476273,63
1288,zolpidem/C0034642,38
1289,salmeterol/C0476273,3
1290,zolpidem/C0016382,18
1291,famotidine/C0476273,159
1292,salmeterol/C0034642,7
1293,furosemide/C0016382,128
1294,fluticasone/C0034642,58
1295,oxycodone/C0476273,37
1296,oxycodone/C0016382,31
1297,fluticasone/C0016382,23
1298,metronidazole/C0004134,133
1299,metronidazole/C0543392,11
1300,metronidazole/C0004604,58
1301,ciprofloxacin/C0034642,144
1302,pantoprazole/C0543392,48
1303,pantoprazole/C0041834,294
1304,pantoprazole/C0000729,16
1305,pantoprazole/C0004134,312
1306,pantoprazole/C0184567,299
1307,ciprofloxacin/C0004134,96
1308,ciprofloxacin/C0004604,59
1309,ciprofloxacin/C0026821,15
1310,metronidazole/C0034642,139
1311,metronidazole/C0041834,127
1312,pantoprazole/C0004604,224
1313,ciprofloxacin/C0041834,129
1314,ciprofloxacin/C0000729,4
1315,metronidazole/C0000729,6
1316,metronidazole/C0086439,244
1317,ciprofloxacin/C0543392,12
1318,pantoprazole/C0026821,66
1319,metronidazole/C0026821,23
1320,potassium/C0000737,352
1321,rifaximin/C2004489,35
1322,ondansetron/C0239134,392
1323,metronidazole/C0004093,152
1324,midodrine/C0234238,34
1325,metronidazole/C0231218,497
1326,rifaximin/C0010200,39
1327,phenylephrine/C0010200,627
1328,midodrine/C0004093,26
1329,metronidazole/C2004489,335
1330,ondansetron/C0010200,390
1331,metronidazole/C0000737,137
1332,heparin/C0231255,563
1333,rifaximin/C0239134,39
1334,pantoprazole/C0004093,458
1335,phenylephrine/C0231218,598
1336,pantoprazole/C0000737,312
1337,phenylephrine/C0239134,627
1338,midodrine/C0000737,16
1339,midodrine/C0010200,36
1340,midodrine/C0231218,52
1341,rifaximin/C0004093,46
1342,midodrine/C2004489,36
1343,midodrine/C0239134,36
1344,rifaximin/C0234238,20
1345,rifaximin/C0231218,41
1346,phenylephrine/C0231255,108
1347,rifaximin/C0000737,19
1348,famotidine/C0037274,84
1349,ciprofloxacin/C0004093,151
1350,miconazole/C0856099,33
1351,heparin/C0542476,96
1352,clopidogrel/C1504383,21
1353,ceftriaxone/C0030193,136
1354,ceftriaxone/C2004489,150
1355,heparin/C0241136,188
1356,heparin/C0037274,242
1357,tiotropium/C2004489,37
1358,simvastatin/C0241136,37
1359,ciprofloxacin/C2004489,170
1360,famotidine/C1504383,67
1361,ciprofloxacin/C0037274,61
1362,tiotropium/C0863084,6
1363,ciprofloxacin/C0863084,61
1364,simvastatin/C0542476,31
1365,simvastatin/C0041834,88
1366,famotidine/C0542476,32
1367,tiotropium/C0037274,6
1368,clopidogrel/C0863084,25
1369,tiotropium/C0041834,8
1370,ceftriaxone/C0863084,20
1371,ciprofloxacin/C0542476,19
1372,famotidine/C2004489,330
1373,ceftriaxone/C0856099,23
1374,ciprofloxacin/C0856099,37
1375,potassium/C0856099,158
1376,ceftriaxone/C0037274,20
1377,clopidogrel/C0004093,86
1378,ciprofloxacin/C1504383,43
1379,tiotropium/C1504383,6
1380,simvastatin/C0037274,48
1381,simvastatin/C0856099,41
1382,simvastatin/C1504383,36
1383,ciprofloxacin/C0241136,45
1384,tiotropium/C0030193,34
1385,famotidine/C0241136,70
1386,ceftriaxone/C0041834,40
1387,ceftriaxone/C0542476,13
1388,simvastatin/C0863084,48
1389,ceftriaxone/C0004093,85
1390,clopidogrel/C0856099,25
1391,ceftriaxone/C0085631,80
1392,clopidogrel/C0023380,54
1393,ceftriaxone/C1504383,18
1394,heparin/C0856099,179
1395,famotidine/C0856099,56
1396,tiotropium/C0542476,6
1397,heparin/C1504383,184
1398,tiotropium/C0856099,2
1399,clopidogrel/C0241136,21
1400,clopidogrel/C0542476,14
1401,tiotropium/C0004093,17
1402,ceftriaxone/C0241136,18
1403,famotidine/C0023380,267
1404,heparin/C0863084,242
1405,ceftriaxone/C0023380,54
1406,famotidine/C0041834,174
1407,clopidogrel/C0037274,25
1408,famotidine/C0863084,84
1409,clopidogrel/C0041834,71
1410,tiotropium/C0241136,6
1411,fentanyl/C0003838,16
1412,potassium/C0003838,34
1413,fentanyl/C0231255,251
1414,famotidine/C0008031,86
1415,acetaminophen/C0003838,44
1416,lorazepam/C0003838,24
1417,acetaminophen/C0876998,45
1418,fentanyl/C0876998,16
1419,cefazolin/C0231255,60
1420,heparin/C0876998,54
1421,heparin/C0003838,53
1422,furosemide/C0003838,16
1423,lorazepam/C0234238,501
1424,furosemide/C0876998,16
1425,potassium/C0876998,34
1426,lorazepam/C0876998,24
1427,acetaminophen/C0008031,417
1428,nadolol/C2004489,16
1429,hydrochlorothiazide/C2004489,49
1430,nifedipine/C0234238,14
1431,pravastatin/C0234238,37
1432,zolpidem/C2004489,166
1433,nifedipine/C2004489,37
1434,pravastatin/C0231218,45
1435,hydrochlorothiazide/C0234238,30
1436,nadolol/C0234238,10
1437,nitroglycerin/C0234238,576
1438,nitroglycerin/C2004489,231
1439,lisinopril/C0231218,236
1440,eptifibatide/C2004489,37
1441,hydrochlorothiazide/C0231218,58
1442,eptifibatide/C0234238,12
1443,nitroglycerin/C0231218,593
1444,nadolol/C0231218,18
1445,atropine/C2004489,112
1446,lisinopril/C2004489,190
1447,zolpidem/C0234238,106
1448,pravastatin/C2004489,32
1449,nifedipine/C0231218,30
1450,lisinopril/C0234238,128
1451,eptifibatide/C0231218,39
1452,famotidine/C0281856,30
1453,phenytoin/C0231528,3
1454,famotidine/C0039070,98
1455,phenytoin/C0039070,51
1456,phenytoin/C0023380,113
1457,phenytoin/C0231218,319
1458,phenytoin/C0034642,32
1459,potassium/C0039070,263
1460,phenytoin/C0281856,10
1461,potassium/C0231528,68
1462,phenytoin/C0234238,204
1463,phenytoin/C0184567,41
1464,famotidine/C0184567,207
1465,famotidine/C0231528,24
1466,metoclopramide/C0220870,4
1467,levetiracetam/C0039070,22
1468,potassium/C0032617,14
1469,metoprolol/C0004093,565
1470,cefepime/C0020175,12
1471,levetiracetam/C0043144,53
1472,metoclopramide/C0032617,3
1473,hydralazine/C0020175,12
1474,ciprofloxacin/C0039070,52
1475,acetaminophen/C0020175,78
1476,hydralazine/C0032617,2
1477,ciprofloxacin/C0220870,2
1478,phenytoin/C0004093,142
1479,pantoprazole/C0020175,57
1480,haloperidol/C0004093,110
1481,potassium/C0020175,61
1482,famotidine/C0032617,8
1483,hydralazine/C0043144,135
1484,phenytoin/C0015970,67
1485,haloperidol/C0234238,169
1486,heparin/C0020175,82
1487,levetiracetam/C0015970,51
1488,pantoprazole/C0039070,161
1489,hydralazine/C0039070,62
1490,metoprolol/C0032617,7
1491,metoprolol/C0020175,38
1492,heparin/C0032617,15
1493,heparin/C0039070,271
1494,cefepime/C0553668,157
1495,heparin/C0220870,15
1496,acetaminophen/C0032617,14
1497,metoprolol/C0039070,195
1498,fentanyl/C0023380,252
1499,levetiracetam/C0020175,7
1500,levetiracetam/C0037384,7
1501,acetaminophen/C0018681,112
1502,desmopressin/C0234215,8
1503,acetaminophen/C0026821,75
1504,sevelamer/C0038450,1
1505,acetaminophen/C0423618,6
1506,clonidine/C0030193,69
1507,clonidine/C0231218,90
1508,aliskiren/C0026821,1
1509,alprazolam/C0028643,1
1510,hydralazine/C0221512,8
1511,heparin/C0000737,390
1512,nifedipine/C0028643,5
1513,nifedipine/C0232602,5
1514,ciprofloxacin/C0037384,5
1515,fentanyl/C0000737,173
1516,gabapentin/C1619733,7
1517,clonazepam/C0026821,3
1518,labetalol/C0151205,5
1519,fentanyl/C0037384,5
1520,labetalol/C0221512,5
1521,pantoprazole/C0232498,46
1522,nitroglycerin/C0033774,114
1523,levetiracetam/C0038450,2
1524,lorazepam/C0151908,9
1525,citalopram/C0010200,112
1526,hydromorphone/C1135120,25
1527,hydralazine/C0008031,87
1528,clonidine/C0740441,25
1529,clonazepam/C2129214,15
1530,labetalol/C0858219,1
1531,hydromorphone/C0010200,404
1532,nifedipine/C0018681,3
1533,labetalol/C0008031,17
1534,clonazepam/C0578454,1
1535,labetalol/C0003862,2
1536,labetalol/C0015970,52
1537,aliskiren/C0033774,1
1538,acetaminophen/C0030552,116
1539,aliskiren/C0234238,1
1540,desmopressin/C0235710,1
1541,acetaminophen/C0578454,7
1542,nifedipine/C0038450,1
1543,labetalol/C0038450,4
1544,aztreonam/C0033774,15
1545,acetaminophen/C0003862,20
1546,sevelamer/C0151205,2
1547,nifedipine/C0858219,2
1548,lorazepam/C0015970,121
1549,gabapentin/C0578454,2
1550,alprazolam/C0004093,13
1551,nifedipine/C0004093,12
1552,lorazepam/C0037384,9
1553,heparin/C0853891,71
1554,citalopram/C0184567,25
1555,clonidine/C0000737,26
1556,hydromorphone/C0239134,407
1557,clonidine/C0549335,2
1558,fentanyl/C0151908,14
1559,aliskiren/C0008031,1
1560,aliskiren/C0740441,1
1561,clonazepam/C0042963,19
1562,hydromorphone/C0234215,185
1563,ondansetron/C0000737,190
1564,aliskiren/C0553668,1
1565,labetalol/C0184567,34
1566,pantoprazole/C0232488,50
1567,metronidazole/C0232602,21
1568,sevelamer/C0028643,1
1569,gabapentin/C0853891,7
1570,pantoprazole/C0151205,10
1571,lorazepam/C0423618,4
1572,nifedipine/C0013428,2
1573,citalopram/C0423618,1
1574,citalopram/C0026821,10
1575,labetalol/C0024790,7
1576,heparin/C0028643,61
1577,pantoprazole/C0344232,54
1578,nitroglycerin/C0013428,1
1579,aztreonam/C0234215,9
1580,nifedipine/C0423281,2
1581,aliskiren/C2004489,1
1582,lorazepam/C0232498,21
1583,clonazepam/C0000737,20
1584,labetalol/C0687713,2
1585,clonidine/C0033774,27
1586,lorazepam/C0038450,13
1587,heparin/C0000729,17
1588,nifedipine/C0232498,1
1589,citalopram/C0030552,17
1590,hydralazine/C0234215,116
1591,alprazolam/C0239134,16
1592,gabapentin/C0151908,3
1593,gabapentin/C0026821,9
1594,fentanyl/C0038450,24
1595,nicardipine/C0231218,70
1596,hydromorphone/C0030552,28
1597,acetaminophen/C0028643,65
1598,nifedipine/C1619733,2
1599,pantoprazole/C0151908,14
1600,gabapentin/C0028643,9
1601,ciprofloxacin/C0003862,5
1602,gabapentin/C0030193,111
1603,ondansetron/C0000729,9
1604,nifedipine/C0010200,20
1605,hydralazine/C0037384,13
1606,hydromorphone/C0578454,3
1607,labetalol/C0000729,1
1608,heparin/C0549335,7
1609,lorazepam/C0000737,168
1610,aliskiren/C0016382,1
1611,hydralazine/C0423618,6
1612,hydralazine/C0015970,92
1613,nifedipine/C0549335,1
